company_name;ticker;ticker_company
SIMPAR;SIMH3;SIMH3-SIMPAR
BOA VISTA;BOAS3;BOAS3-BOA VISTA
HIDROVIAS;HBSA3;HBSA3-HIDROVIAS
LUMEN TECH;L1MN34;L1MN34-LUMEN TECH
MELNICK;MELK3;MELK3-MELNICK
ALNYLAM PHAR;A1LN34;A1LN34-ALNYLAM PHAR
BROOKFIELD A;B1AM34;B1AM34-BROOKFIELD A
CDW CORP;C1DW34;C1DW34-CDW CORP
DEXCOM INC;D1EX34;D1EX34-DEXCOM INC
DOCUSIGN INC;D1OC34;D1OC34-DOCUSIGN INC
FASTLY INC;F1SL34;F1SL34-FASTLY INC
GRUPO MATEUS;GMAT3;GMAT3-GRUPO MATEUS
HORIZON THER;H1ZN34;H1ZN34-HORIZON THER
MONGODB INC;M1DB34;M1DB34-MONGODB INC
MARKETAXESS;M1KT34;M1KT34-MARKETAXESS
MODERNA INC;M1RN34;M1RN34-MODERNA INC
NEUROCRINE B;N1BI34;N1BI34-NEUROCRINE B
SEATTLE GENE;S1GE34;S1GE34-SEATTLE GENE
SAREPTA THER;S1RP34;S1RP34-SAREPTA THER
STERIS PLC;S1TE34;S1TE34-STERIS PLC
SEQUOIA LOG;SEQL3;SEQL3-SEQUOIA LOG
BIO-TECHNE C;T1CH34;T1CH34-BIO-TECHNE C
TIM;TIMS3;TIMS3-TIM
ZEBRA TECHNO;Z1BR34;Z1BR34-ZEBRA TECHNO
ZOOM VIDEO;Z1OM34;Z1OM34-ZOOM VIDEO
ABB LTD;A1BB34;A1BB34-ABB LTD
AMCOR PLC;A1CR34;A1CR34-AMCOR PLC
AEGON NV;A1EG34;A1EG34-AEGON NV
AMERICAMOVIL;A1MX34;A1MX34-AMERICAMOVIL
ARGENX SE;A1RG34;A1RG34-ARGENX SE
ASCENDIS PHA;A1SN34;A1SN34-ASCENDIS PHA
AUTOHOME INC;A1TH34;A1TH34-AUTOHOME INC
ALTERYX INC;A1YX34;A1YX34-ALTERYX INC
ASTRAZENECA;A1ZN34;A1ZN34-ASTRAZENECA
BAXTER INTER;B1AX34;B1AX34-BAXTER INTER
BHP GROUP PL;B1BL34;B1BL34-BHP GROUP PL
BARCLAYS PLC;B1CS34;B1CS34-BARCLAYS PLC
BEIGENE LTD;B1GN34;B1GN34-BEIGENE LTD
BILIBILI INC;B1IL34;B1IL34-BILIBILI INC
BIONTECH SE;B1NT34;B1NT34-BIONTECH SE
BP PLC;B1PP34;B1PP34-BP PLC
BANCO SANTAN;B1SA34;B1SA34-BANCO SANTAN
BRITISH AMER;B1TI34;B1TI34-BRITISH AMER
CABLE ONE IN;C1AB34;C1AB34-CABLE ONE IN
CNOOC LTD;C1EO34;C1EO34-CNOOC LTD
CHINA PETROL;C1HI34;C1HI34-CHINA PETROL
CHINA MOBILE;C1HL34;C1HL34-CHINA MOBILE
CHUNGHWA TEL;C1HT34;C1HT34-CHUNGHWA TEL
COUPA SOFTWA;C1OU34;C1OU34-COUPA SOFTWA
CREDIT SUISS;C1SU34;C1SU34-CREDIT SUISS
CORTEVA INC;C1TV34;C1TV34-CORTEVA INC
DATADOG INC;D1DG34;D1DG34-DATADOG INC
DOW INC;D1OW34;D1OW34-DOW INC
ECOPETROL SA;E1CO34;E1CO34-ECOPETROL SA
NEW ORIENTAL;E1DU34;E1DU34-NEW ORIENTAL
ENEL AMERICA;E1NI34;E1NI34-ENEL AMERICA
EQUINOR ASA;E1QN34;E1QN34-EQUINOR ASA
ERICSSON LM;E1RI34;E1RI34-ERICSSON LM
GOLD FIELDS;G1FI34;G1FI34-GOLD FIELDS
GALAPAGOS NV;G1LP34;G1LP34-GALAPAGOS NV
GLAXOSMITHKL;G1SK34;G1SK34-GLAXOSMITHKL
HDFC BANK LT;H1DB34;H1DB34-HDFC BANK LT
HEICO CORP;H1EI34;H1EI34-HEICO CORP
HSBC HOLDING;H1SB34;H1SB34-HSBC HOLDING
ICICI BANK L;I1BN34;I1BN34-ICICI BANK L
INFOSYS LTD;I1FO34;I1FO34-INFOSYS LTD
ORIX CORP;I1XC34;I1XC34-ORIX CORP
KB FINANCIAL;K1BF34;K1BF34-KB FINANCIAL
KT CORP;K1TC34;K1TC34-KT CORP
LIBERTY GLOB;L1BT35;L1BT35-LIBERTY GLOB
LEIDOS HOLDI;L1DO34;L1DO34-LEIDOS HOLDI
CHINA LIFE I;L1FC34;L1FC34-CHINA LIFE I
LLOYDS BANKI;L1YG34;L1YG34-LLOYDS BANKI
MOBILE TELES;M1BT34;M1BT34-MOBILE TELES
MELCO RESORT;M1LC34;M1LC34-MELCO RESORT
NATIONAL GRI;N1GG34;N1GG34-NATIONAL GRI
NICE LTD;N1IC34;N1IC34-NICE LTD
SERVICENOW;N1OW34;N1OW34-SERVICENOW
NOVO NORDISK;N1VO34;N1VO34-NOVO NORDISK
NOVARTIS AG;N1VS34;N1VS34-NOVARTIS AG
NATWEST GROU;N1WG34;N1WG34-NATWEST GROU
PINDUODUO IN;P1DD34;P1DD34-PINDUODUO IN
POSCO;P1KX34;P1KX34-POSCO
PENTAIR PLC;P1NR34;P1NR34-PENTAIR PLC
PRUDENTIAL P;P1UK34;P1UK34-PRUDENTIAL P
DR REDDYS LA;R1DY34;R1DY34-DR REDDYS LA
ROKU INC;R1KU34;R1KU34-ROKU INC
SEAGEN;S1GE34;S1GE34-SEAGEN
SK TELECOM C;S1KM34;S1KM34-SK TELECOM C
SUMITOMO MIT;S1MF34;S1MF34-SUMITOMO MIT
SPLUNK INC;S1PL34;S1PL34-SPLUNK INC
SEMPRA ENERG;S1RE34;S1RE34-SEMPRA ENERG
SSC TECHNOL;S1SN34;S1SN34-SSC TECHNOL
ATLASSIAN CO;T1AM34;T1AM34-ATLASSIAN CO
TEVA PHARMAC;T1EV34;T1EV34-TEVA PHARMAC
PT TELEKOMUN;T1LK34;T1LK34-PT TELEKOMUN
TWILIO INC;T1WL34;T1WL34-TWILIO INC
TRACK FIELD;TFCO4;TFCO4-TRACK FIELD
UNILEVER NV;U1NL34;U1NL34-UNILEVER NV
VARIAN MEDIC;V1AR34;V1AR34-VARIAN MEDIC
VIPSHOP HOLD;V1IP34;V1IP34-VIPSHOP HOLD
VODAFONE GRO;V1OD34;V1OD34-VODAFONE GRO
WESTPAC BANK;W1BK34;W1BK34-WESTPAC BANK
WEIBO CORP;W1BO34;W1BO34-WEIBO CORP
WARNER MUSIC;W1MG34;W1MG34-WARNER MUSIC
WPP PLC;W1PP34;W1PP34-WPP PLC
WR BERKLEY C;W1RB34;W1RB34-WR BERKLEY C
ZTO EXPRESS;Z1TO34;Z1TO34-ZTO EXPRESS
AURA 360;AURA33;AURA33-AURA 360
CARRIER GLOB;C1RR34;C1RR34-CARRIER GLOB
MELIUZ;CASH3;CASH3-MELIUZ
CELPE;CEPE3;CEPE3-CELPE
EXPEDITORS I;E1XP34;E1XP34-EXPEDITORS I
ENJOEI;ENJU3;ENJU3-ENJOEI
IAC INTERACT;I1AC34;I1AC34-IAC INTERACT
LAS VEGAS SA;L1VS34;L1VS34-LAS VEGAS SA
NEWS CORP;N1WS35;N1WS35-NEWS CORP
PAYCOM SOFTW;P1YC34;P1YC34-PAYCOM SOFTW
QUEST DIAGNO;Q1UE34;Q1UE34-QUEST DIAGNO
RYANAIR HOLD;R1YA34;R1YA34-RYANAIR HOLD
TENARIS SA;T1SS34;T1SS34-TENARIS SA
WIX.COM LTD;W1IX34;W1IX34-WIX.COM LTD
AERIS;AERI3;AERI3-AERIS
COSTAR GROUP;C1GP34;C1GP34-COSTAR GROUP
GDS HOLDINGS;G1DS34;G1DS34-GDS HOLDINGS
GPC PART;GPCP3;GPCP3-GPC PART
GPC PART;GPCP4;GPCP4-GPC PART
HUAZHU GROUP;H1TH34;H1TH34-HUAZHU GROUP
INT EXCHANGE;I1HG34;I1HG34-INT EXCHANGE
MATCH GROUP;M1TC34;M1TC34-MATCH GROUP
OKTA INC;O1KT34;O1KT34-OKTA INC
PPG INDUSTRI;P1PG34;P1PG34-PPG INDUSTRI
3R PETROLEUM;RRRP3;RRRP3-3R PETROLEUM
SMITH & NEPH;S1NN34;S1NN34-SMITH & NEPH
TAL EDUCATIO;T1AL34;T1AL34-TAL EDUCATIO
MSCI ASIA JP;BAAX39;BAAX39-MSCI ASIA JP
MSCI ACWI;BACW39;BACW39-MSCI ACWI
US AEROSPACE;BAER39;BAER39-US AEROSPACE
MSCI CHINA;BCHI39;BCHI39-MSCI CHINA
SELECT DIVID;BDVY39;BDVY39-SELECT DIVID
MSCI EMGMARK;BEEM39;BEEM39-MSCI EMGMARK
MSCI EAFE;BEFA39;BEFA39-MSCI EAFE
MSCIHONGKONG;BEWH39;BEWH39-MSCIHONGKONG
MSCI JAPAN;BEWJ39;BEWJ39-MSCI JAPAN
MSCI TAIWAN;BEWT39;BEWT39-MSCI TAIWAN
MSCI UK;BEWU39;BEWU39-MSCI UK
MSCISOUTHKOR;BEWY39;BEWY39-MSCISOUTHKOR
MSCI BRAZIL;BEWZ39;BEWZ39-MSCI BRAZIL
GOLD TRUST;BIAU39;BIAU39-GOLD TRUST
NASDAQ BIOTC;BIBB39;BIBB39-NASDAQ BIOTC
COREMSCI EUR;BIEU39;BIEU39-COREMSCI EUR
GLOBAL INFRA;BIGF39;BIGF39-GLOBAL INFRA
RUSSELL 2000;BIWM39;BIWM39-RUSSELL 2000
US FINANCIAL;BIYF39;BIYF39-US FINANCIAL
US TECHNOLOG;BIYW39;BIYW39-US TECHNOLOG
MSCI INDIA;BNDA39;BNDA39-MSCI INDIA
SILVER TRUST;BSLV39;BSLV39-SILVER TRUST
IDEX CORP;I1EX34;I1EX34-IDEX CORP
IQVIA HOLDIN;I1QV34;I1QV34-IQVIA HOLDIN
OTIS WORLDWI;O1TI34;O1TI34-OTIS WORLDWI
OSX BRASIL;OSXB3;OSXB3-OSX BRASIL
WATSCO INC;W1SO34;W1SO34-WATSCO INC
TRTMSCI EAFE;BEGD39;BEGD39-TRTMSCI EAFE
INC ESG AWAR;BEGE39;BEGE39-INC ESG AWAR
TRUSTMSCI US;BEGU39;BEGU39-TRUSTMSCI US
MSCI GERMANY;BEWG39;BEWG39-MSCI GERMANY
MSCI SPAIN;BEWP39;BEWP39-MSCI SPAIN
MSCI MEXICO;BEWW39;BEWW39-MSCI MEXICO
MSCIEUROZONE;BEZU39;BEZU39-MSCIEUROZONE
COREMSCIEAFE;BIEF39;BIEF39-COREMSCIEAFE
COREMSCI EMK;BIEM39;BIEM39-COREMSCI EMK
CORE MIDCAP;BIJH39;BIJH39-CORE MIDCAP
CORESMALLCAP;BIJR39;BIJR39-CORESMALLCAP
LATIN AMER40;BILF39;BILF39-LATIN AMER40
CORE SP TOTA;BITO39;BITO39-CORE SP TOTA
CORE SP 500;BIVB39;BIVB39-CORE SP 500
GLOBALHEALTH;BIXJ39;BIXJ39-GLOBALHEALTH
GLOBAL TECH;BIXN39;BIXN39-GLOBAL TECH
MSCI US MVOL;BUSM39;BUSM39-MSCI US MVOL
OLD DOMINION;O1DF34;O1DF34-OLD DOMINION
RELX PLC;R1EL34;R1EL34-RELX PLC
RD SHELL;RDSA35;RDSA35-RD SHELL
ANGLOGOLD AS;A1UA34;A1UA34-ANGLOGOLD AS
ALPHAVILLE;AVLL3;AVLL3-ALPHAVILLE
MITSUBISHI U;M1UF34;M1UF34-MITSUBISHI U
NEOGRID;NGRD3;NGRD3-NEOGRID
REDE D OR;RDOR3;RDOR3-REDE D OR
SANSUY;SNSY3;SNSY3-SANSUY
SANSUY;SNSY5;SNSY5-SANSUY
IQIYI INC;I1QY34;I1QY34-IQIYI INC
LIBERTY MEDI;LSXM35;LSXM35-LIBERTY MEDI
SIBANYE STIL;S1BS34;S1BS34-SIBANYE STIL
